"Drug","INN","Disease","Applicant","Parent_Company","Technology","Therapeutic_Area","Severity_Tier","Country","Decision_Type","Evaluation_Raw","Decision_Status_Raw","Access_Outcome","Restriction_Level","Reason_Category","Decision_Year","Decision_Date_Raw","Comparator_Category","Comparator_Raw","Evidence_Type","Reason_Text","ICER_Raw","Main_Uncertainty","Conditions","Notes","Comments","Data_Source","Row_Ref","Is_Positive","Is_Assessed","ICER_Min_SEK_per_QALY (Sweden only, curated)","ICER_Max_SEK_per_QALY (Sweden only, curated)","ICER_Basis_Note (Sweden only)","Technology_Group","Drug_Any_Positive (helper)","Drug_First_Positive_Year (helper)","hta_decision_date","ema_ma_date","time_to_decision_years","time_flag"
"Pombiliti","Cipaglucosidase alfa","Pompe disease","Amicus Therapeutics Europe Limited","Amicus Therapeutics","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Norway","Full / standard HTA","Nye Metoder ID2022_074; DMP assessment ordered after new request","Under assessment / pending","Ongoing/Pending","Not Applicable","N/A",2025,"Request submitted 19/08/2025; Bestillerforum ordered assessment 17/11/2025","Best supportive care / no active treatment","Current standard care / existing ERT context","Not specified / unclear","Administrative/procedural","ICER pending; cost-effectiveness under DMP review","Long-term functional stability; 6MWD/FVC extrapolation; small population","Adults ≥18 with confirmed LOPD; final start/stop criteria pending","Earlier 2022 task was cancelled in April 2025 because documentation was not delivered; new request restarted the process",,"Primary xlsx database",42,FALSE,TRUE,,,,"Enzyme replacement therapy",1,,2025-07-01,2023-03-20,2.28336755646817,"ok"
"Lamzede","Velmanase alfa","Alpha-mannosidosis","Chiesi Farmaceutici S.p.A.","Chiesi Group","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Sweden","Full / standard HTA","TLV reimbursement assessment","Reimbursed / restricted","Restricted Positive","Restricted","N/A",2025,"18/12/2025; reimbursed from 22/12/2025","Best supportive care / no active treatment","BSC / no add-on to BSC","Not specified / unclear","Clinical evidence uncertainty","Cost judged reasonable only in restricted population; AUP SEK 9,802.12 per 10 mg vial / SEK 48,817.61 per 5 vials","Very high uncertainty: small studies, partly one-arm long-term data, unclear long-term functional benefit","Mild–moderate alpha-mannosidosis; treatment must start before 18; adults only if continuing treatment started before 18","Important TLV rare-disease case: very high severity accepted; no three-party negotiation; restricted positive decision",,"Primary xlsx database",43,TRUE,TRUE,,,"no ICER published; SEK 9,802.12/48,817.61 figures in source are AUP unit prices, NOT an ICER - excluded","Enzyme replacement therapy",1,,2025-07-01,2018-03-23,7.27446954140999,"ok"
"Lamzede","Velmanase alfa","Alpha-mannosidosis","Chiesi Farmaceutici S.p.A.","Chiesi Group","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Denmark","Full / standard HTA","Medicinrådet assessment + Amgros economic assessment","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",2018,"2018-06-28 00:00:00","Best supportive care / no active treatment","SOC / BSC","Not specified / unclear","Price / cost-effectiveness","Incremental cost approx. DKK 2,795,416 per patient; budget impact approx. DKK 8.16M/year for ~3 patients","Low evidence quality; no clinical added value; no age-differentiated value assessment possible","No routine standard-treatment access; possible only exceptional hospital-level use",,"Even with Amgros agreement below AIP, cost not reasonable vs clinical value; no standard use","Primary xlsx database",43,FALSE,TRUE,,,,"Enzyme replacement therapy",1,,2018-06-28,2018-03-23,0.265571526351814,"ok"
"Lamzede","Velmanase alfa","Alpha-mannosidosis","Chiesi Farmaceutici S.p.A.","Chiesi Group","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Norway","Managed introduction / price negotiation","Nye Metoder / DMP reassessment","Not introduced; under 2026 reassessment request","Negative","Not Applicable","Price/Cost-effectiveness",2018,"Historical rejection 17/12/2018; reassessment negative 23/01/2023; new request 21/01/2026 / DMP suitability 15/04/2026","Best supportive care / no active treatment","BSC","Not specified / unclear","Not specified","ICER not accepted / not credible; price still high; exact figures not public","Relative effect not credible enough; unsuitable endpoints, short follow-up, open uncontrolled extension, unclear survival/QALY gain","Proposed 2026 restriction: treatment initiation <18 years; final criteria pending","DMP says new evidence likely does not solve previous problems; currently not routinely funded",,"Primary xlsx database",43,FALSE,TRUE,,,,"Enzyme replacement therapy",1,,2018-07-01,2018-03-23,0.27378507871321,"ok"
"Xenpozyme","Olipudase alfa","Acid sphingomyelinase deficiency","Sanofi Aventis Groupe","Sanofi","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Sweden","Other / unclassified process","NT-rådet national collaboration; TLV health-economic assessment ordered","Under assessment / Avvakta","Ongoing/Pending","Not Applicable","N/A",2023,"18/01/2023; avvakta 22/05/2023","Best supportive care / no active treatment","BSC","Not specified / unclear","Not specified","Missing / not publicly available; TLV assessment ongoing","Translation of spleen/liver volume and DLCO changes into long-term survival/QoL benefit","ASMD type A/B or B; non-CNS symptoms; children and adults; specialist metabolic centres","NT-rådet tells regions to wait to avoid unequal uptake while TLV evaluates value under ethical platform.",,"Primary xlsx database",44,FALSE,TRUE,,,"missing/not public; assessment ongoing","Enzyme replacement therapy",0,,2023-07-01,2022-06-24,1.01848049281314,"ok"
"Xenpozyme","Olipudase alfa","Acid sphingomyelinase deficiency","Sanofi Aventis Groupe","Sanofi","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Denmark","No formal assessment / not assessed","No assessment found","No assessment found","Not Evaluated","Not Applicable","N/A",,"No assessment found","Not applicable / Not assessed","No assessment found","Not specified / unclear","Not specified","No assessment found","No assessment found","No assessment found","No assessment found","No assessment found","Primary xlsx database",44,FALSE,FALSE,,,,"Enzyme replacement therapy",0,,,2022-06-24,,"missing"
"Xenpozyme","Olipudase alfa","Acid sphingomyelinase deficiency","Sanofi Aventis Groupe","Sanofi","Enzyme replacement therapy","Metabolic/Lysosomal storage",,"Norway","Early / horizon scanning only","Nye Metoder method alert / Bestillerforum screening","Not introduced / no national assessment ordered","Not Evaluated","Not Applicable","N/A",2022,"2022-03-21 00:00:00","Best supportive care / no active treatment","BSC / symptom management","Not specified / unclear","Clinical evidence uncertainty","No ICER; full HTA not initiated","Immature evidence; no curative current treatment; no hard long-term outcomes","Children/adults with ASMD; specialist healthcare responsibility","Method alert noted orphan/PRIME status and specialist-health funding; Bestillerforum agenda included ID2022_039.",,"Primary xlsx database",44,FALSE,FALSE,,,,"Enzyme replacement therapy",0,,2022-03-21,2022-06-24,-0.26009582477755,"negative (HTA before MA — check dates)"
"Qalsody","Tofersen","SOD1-ALS","Biogen Netherlands B.V.","Biogen","RNA-targeted (antisense oligonucleotide)","Neurology (neurodegenerative)","Ultra-severe (immediately life-threatening)","Sweden","Full / standard HTA","National HTA (TLV + NT-rådet)","Restricted recommendation","Restricted Positive","Restricted","N/A",2026,"2026-06-11 00:00:00","Best supportive care / no active treatment","Standard of care (riluzole)","Not specified / unclear","Clinical evidence uncertainty + Comparator/positioning issue + Price / cost-effectiveness","SEK 10.6–28.3 million/QALY","Clinical benefit and survival effect not proven; high uncertainty in economic modelling","Only patients with confirmed SOD1 mutation and rapidly progressive disease after review by NT-rådet ALS council; registry follow-up required","General use not recommended; confidential agreement in place but treatment considered not cost-effective at population level","Rare disease weighting applied; access limited to subgroup expected to derive greatest benefit","Primary xlsx database",45,TRUE,TRUE,10600000,28300000,"range (PDF-sourced research estimate)","RNA-targeted",1,,2026-06-11,2024-05-29,2.03422313483915,"ok"
"Qalsody","Tofersen","SOD1-ALS","Biogen Netherlands B.V.","Biogen","RNA-targeted (antisense oligonucleotide)","Neurology (neurodegenerative)","Ultra-severe (immediately life-threatening)","Denmark","Joint Nordic HTA (FINOSE/JNHB)","Medicinrådet assessment (JNHB-based)","Recommended with restrictions","Restricted Positive","Restricted","N/A",2025,"2025-03-26 00:00:00","Best supportive care / no active treatment","Standard of care (riluzole)","Not specified / unclear","Clinical evidence uncertainty","Not publicly available","Lack of statistically significant functional outcomes and uncertain long-term survival benefit","Specialist ALS centres; national recommendation with negotiated procurement agreement","Recommendation issued despite substantial uncertainty because of disease severity and rarity","One of the few Nordic countries granting routine access","Primary xlsx database",45,TRUE,TRUE,,,,"RNA-targeted",1,,2025-03-26,2024-05-29,0.824093086926763,"ok"
"Qalsody","Tofersen","SOD1-ALS","Biogen Netherlands B.V.","Biogen","RNA-targeted (antisense oligonucleotide)","Neurology (neurodegenerative)","Ultra-severe (immediately life-threatening)","Norway","Joint Nordic HTA (FINOSE/JNHB)","JNHB assessment + DMP/Nye Metoder","Not introduced","Negative","Not Applicable","Price/Cost-effectiveness",2025,"2025-06-16 00:00:00","Best supportive care / no active treatment","Standard of care (riluzole)","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","NOK 12–30 million/QALY","Treatment effect and survival benefit highly uncertain; model assumptions unstable","None (not reimbursed)","Beslutningsforum concluded benefit did not justify price","Reassessment requested by Biogen on 28-Apr-2026","Primary xlsx database",45,FALSE,TRUE,,,,"RNA-targeted",1,,2025-06-16,2024-05-29,1.04859685147159,"ok"
"Livmarli","Maralixibat","Alagille syndrome","Mirum Pharmaceuticals International B.V.","Mirum Pharmaceuticals","Small molecule (IBAT inhibitor)","Hepatology",,"Sweden","Full / standard HTA","National HTA (TLV + NT-rådet)","Reimbursed with restrictions","Restricted Positive","Restricted","N/A",2024,"2024-04-01 00:00:00","Other / mixed comparator","Standard anti-pruritic medicine / Rifampicin","Not specified / unclear","Not specified","MEA rebate accepted by TLV","Real-world survival tracking without native liver transplant","Confirmed Alagille syndrome with severe cholestatic pruritus","Portfolio agreement framework","Managed across regional pediatric hepatology departments","Primary xlsx database",46,TRUE,TRUE,,,"not public - MEA rebate accepted by TLV","Small molecule",1,,2024-04-01,2022-12-09,1.31143052703628,"ok"
"Livmarli","Maralixibat","Alagille syndrome","Mirum Pharmaceuticals International B.V.","Mirum Pharmaceuticals","Small molecule (IBAT inhibitor)","Hepatology",,"Denmark","Full / standard HTA","National HTA (Medicinrådet + Amgros)","Reimbursed with restrictions","Restricted Positive","Restricted","N/A",2024,"2024-05-01 00:00:00","Other / mixed comparator","Cholic acid variants / Supportive therapies","Not specified / unclear","Not specified","High ICER adjusted through Amgros contract","Clinical validation of long-term pruritus scoring systems","Intractable Alagille syndrome with severe cholestasis","Designated specialized pediatric hospital use","Strictly controlled via regional tertiary clinic framework\","Primary xlsx database",46,TRUE,TRUE,,,,"Small molecule",1,,2024-05-01,2022-12-09,1.39356605065024,"ok"
"Livmarli","Maralixibat","Alagille syndrome","Mirum Pharmaceuticals International B.V.","Mirum Pharmaceuticals","Small molecule (IBAT inhibitor)","Hepatology",,"Norway","Managed introduction / price negotiation","National HTA (Nye Metoder / Beslutningsforum)","Reimbursed with restrictions","Restricted Positive","Restricted","N/A",2024,"2024-09-01 00:00:00","Procedural / transplant-based comparator","PCSK9 inhibitors + Ongoing apheresis","Not specified / unclear","Not specified","Approved under dedicated ultra-rare severity tier","Conclusive rate of avoidance of liver transplantation","Alagille syndrome with severe, intractable pruritus","Flat confidential rebate implemented","Dispensed solely through university hospital settings","Primary xlsx database",46,TRUE,TRUE,,,,"Small molecule",1,,2024-09-01,2022-12-09,1.73032169746749,"ok"
"Lojuxta","Lomitapide","Homozygous familial hypercholesterolemia","Amryt Pharmaceuticals DAC","Amryt (Chiesi Group)","Small molecule (MTP inhibitor)","Cardiology/Metabolic (lipid)","Ultra-severe (immediately life-threatening)","Sweden","Full / standard HTA","National HTA (TLV + NT-rådet)","Reimbursed with restrictions","Restricted Positive","Restricted","N/A",2025,"Historical","Procedural / transplant-based comparator","Lipoprotein apheresis + High-dose Statins","Not specified / unclear","Not specified","High ICER offset by a risk-cap model","Compliance drift over long horizons and hepatic toxicity profiles","Genetically confirmed Homozygous Familial Hypercholesterolemia","Restricted regional specialist center prescription","Monitored carefully using individual patient outcome registries","Primary xlsx database",47,TRUE,TRUE,,,"high ICER (unquantified in source) offset by risk-cap model","Small molecule",1,,2025-07-01,2013-07-31,11.917864476386,"long (>10 years)"
"Lojuxta","Lomitapide","Homozygous familial hypercholesterolemia","Amryt Pharmaceuticals DAC","Amryt (Chiesi Group)","Small molecule (MTP inhibitor)","Cardiology/Metabolic (lipid)","Ultra-severe (immediately life-threatening)","Denmark","Full / standard HTA","National HTA (Medicinrådet + Amgros)","Not recommended","Negative","Not Applicable","Price/Cost-effectiveness",,"Historical","Procedural / transplant-based comparator","Maximally tolerated lipid-lowering medical therapy + Apheresis","Not specified / unclear","Price / cost-effectiveness","ICER far exceeded local willingness-to-pay criteria","Adverse liver events balancing out real-world survival gains","Homozygous Familial Hypercholesterolemia","Deemed not cost-effective for routine use","Individual hospital dispensation pathways remain the only access route","Primary xlsx database",47,FALSE,TRUE,,,,"Small molecule",1,,,2013-07-31,,"missing"
